Name,URL
Google Web Dev,https://developers.google.com/web
JavaScript Info,https://javascript.info/
HackerNoon,https://hackernoon.com/
Smashing Magazine,https://www.smashingmagazine.com/category/javascript/
Web Gems,https://webgems.io/
Ilonacodes,https://ilonacodes.com/
